date,global_id,zeitgeist_rank,clean_title,source,description,nyt_section,web_url,pillar,gemini_used
2024-12-22,2024-12-22_7,7,Ex-Treasury Official Named To Lead Economic Advisers,The New York Times,"Stephen Miran, who served during Donald Trump’s first term and now works at a hedge fund, has accused the Biden administration of manipulating markets.",Climate,https://www.nytimes.com/2024/12/22/climate/trump-miran-council-of-economic-advisers.html,Science & Technology,False
2024-12-22,2024-12-22_8,8,"Suspect Held After Woman Set on Fire in Subway Car Dies, Police Say",The New York Times,The police said a man was taken into custody. The victim had been seated in a subway car at the Coney Island-Stillwell Avenue station on Sunday morning when a man set her on fire.,New York,https://www.nytimes.com/2024/12/22/nyregion/woman-subway-fire-dead.html,Politics & Civic Life,True
2024-12-22,2024-12-22_9,9,"Small Plane Crashes in Brazil, Killing 10",The New York Times,"At least 17 on the ground were hurt, officials said.",World,https://www.nytimes.com/2024/12/22/world/americas/plane-crash-brazil.html,Politics & Civic Life,False
2024-12-22,2024-12-22_10,10,How to Cook a Perfect Prime Rib Roast,The New York Times,Step 1: Get an instant-read thermometer. There’s no point in spending money on prime rib if you’re just going to guess when it’s done.,Food,https://www.nytimes.com/2024/12/22/dining/prime-rib-roast.html,Lifestyle & Wellness,False
2024-12-21,2024-12-21_1,1,Items Dropped  From Final Bill  Are Revived By the Senate,The New York Times,"Two bills on pediatric cancer research and a football stadium site had been left out of the main spending package, but passed early Saturday as separate legislation.",U.S.,https://www.nytimes.com/2024/12/21/us/politics/spending-pediatric-cancer-stadium.html,Politics & Civic Life,False
2024-12-21,2024-12-21_2,2,Atmospheric Rivers Will Drench the West Coast,The New York Times,A parade of storms is expected to heighten the flood risk in the Pacific Northwest and Northern California over the next week.,Weather,https://www.nytimes.com/2024/12/21/weather/atmospheric-rivers-will-drench-the-west-coast.html,Science & Technology,True
2024-12-21,2024-12-21_3,3,Go With the Flow,The New York Times,Adrian Johnson brings his themeless acumen to a larger arena.,Gameplay,https://www.nytimes.com/2024/12/21/crosswords/daily-puzzle-2024-12-22.html,Entertainment & Pop Culture,True
2024-12-21,2024-12-21_4,4,Slain Student Is Mourned As ‘a Gift to Everyone’,The New York Times,"Rubi Patricia Vergara was one of two victims killed in Madison this past week. At a memorial service, she was remembered as an empathetic teenager with a passion for music and art.",U.S.,https://www.nytimes.com/2024/12/21/us/wisconsin-school-shooting-victim-memorial.html,Politics & Civic Life,False
2024-12-21,2024-12-21_5,5,"Lee Edwards, 92, Right’s Apostle And Insider Historian, Dies at 92",The New York Times,"In his books about Ronald Reagan, Barry Goldwater and other figures on the right, he was, one observer said, “a keeper of the flame and spreader of the gospel.”",U.S.,https://www.nytimes.com/2024/12/21/us/politics/lee-edwards-dead.html,Politics & Civic Life,False
2024-12-21,2024-12-21_6,6,"Rickey Henderson, the Big Leagues’ Master Thief, Is Dead at 65",The New York Times,"Widely regarded as the greatest leadoff hitter in baseball history, he was not just one of the game’s most exciting players but also one of its most eccentric.",Sports,https://www.nytimes.com/2024/12/21/sports/rickey-henderson-dead.html,Sports & Athletics,False
2024-12-21,2024-12-21_7,7,"As Energy Fades, Iran Plunges Into Darkness",The New York Times,"Although Iran has one of the biggest supplies of natural gas and crude oil in the world, it finds itself in a full blown energy emergency, coming just as it also suffers major geopolitical setbacks.",World,https://www.nytimes.com/2024/12/21/world/middleeast/iran-economy-energy-crisis.html,Politics & Civic Life,False
2024-12-21,2024-12-21_8,8,Homeless Woman Going Into Labor Is Cited for Violating Camping Ban,The New York Times,"Body-camera footage shows an officer from the Louisville Metro Police Department in Kentucky detain the woman, who gave birth later that day.",U.S.,https://www.nytimes.com/2024/12/21/us/kentucky-woman-pregnant-homeless-police.html,Politics & Civic Life,False
2024-12-21,2024-12-21_9,9,Desperation and Betrayal As the Assad Dynasty Fell,The New York Times,"President Bashar al-Assad, who wielded fear and force over Syria for more than two decades, fled the country under the cover of night — and a fake political address.",World,https://www.nytimes.com/2024/12/21/world/middleeast/assad-regime-syria-final-days.html,Politics & Civic Life,False
2024-12-21,2024-12-21_10,10,Strengthened Security Didn’t Avert an Attack,The New York Times,The latest deadly assault on a beloved German tradition illustrates the challenge of holiday safety.,World,https://www.nytimes.com/2024/12/21/world/europe/germany-christmas-market-security.html,Politics & Civic Life,False
2024-12-20,2024-12-20_1,1,"U.S. Prisons Flout Law by Keeping Inmates Past Release Date, A.C.L.U. Says",The New York Times,Tens of thousands of prisoners deemed to be at low risk of committing crimes again have languished in lockup for as long as a year after they reached their release date under the First Step Act.,U.S.,https://www.nytimes.com/2024/12/20/us/politics/prisons-first-step-act-aclu.html,Politics & Civic Life,False
2024-12-20,2024-12-20_2,2,"Ann Rockefeller Roberts, 90, Champion of Native Americans",The New York Times,"The eldest daughter of Nelson Rockefeller, she founded a nonprofit to support Indigenous culture and helped fill two institutions with artifacts.",New York,https://www.nytimes.com/2024/12/20/nyregion/ann-rockefeller-roberts-dead.html,Politics & Civic Life,True
2024-12-20,2024-12-20_3,3,The House Voted to Avert a Government Shutdown,The New York Times,"Also, Canada’s leader suffered another setback. Here’s the latest at the end of Friday.",Briefing,https://www.nytimes.com/2024/12/20/briefing/house-shutdown-vote-canada-leader.html,Politics & Civic Life,True
2024-12-20,2024-12-20_4,4,"In Mayotte, Death Toll From Cyclone Is Unclear",The New York Times,"Officials have said that the death toll in Mayotte, currently at 35, could end up in the thousands. But in the capital, there were no scenes of public mourning and little talk of searches for missing loved ones.",World,https://www.nytimes.com/2024/12/20/world/africa/cyclone-chido-death-toll-mayotte.html,Politics & Civic Life,False
2024-12-20,2024-12-20_5,5,"Troy Masters, 63, Dies; Journalistic Champion Of L.G.B.T.Q. Causes",The New York Times,"He was at the helm of several influential publications, notably Gay City News in New York City and, since 2017, The Los Angeles Blade.",Business,https://www.nytimes.com/2024/12/20/business/media/troy-masters-dead.html,Business & Finance,False
2024-12-20,2024-12-20_6,6,Suspect in Killing of C.E.O. To Face State Charges Soon,The New York Times,Luigi Mangione faces terror and murder charges in New York court. A federal prosecution is proceeding in parallel.,New York,https://www.nytimes.com/2024/12/20/nyregion/mangione-state-arraignment-monday.html,Politics & Civic Life,True
2024-12-20,2024-12-20_7,7,Missouri Detective’s Sentence Is Commuted,The New York Times,"Eric J. DeValkenaere was convicted of involuntary manslaughter in the death of Cameron Lamb. Calls for clemency angered many in Kansas City, Mo.",U.S.,https://www.nytimes.com/2024/12/20/us/missouri-governor-commutation-police-killing.html,Politics & Civic Life,False
2024-12-20,2024-12-20_8,8,The Budget Fight and Trump’s Nihilistic Style,The New York Times,"A surprise congressional standoff remind us that big, discordant changes could be coming.",Opinion,https://www.nytimes.com/2024/12/20/opinion/trump-shutdown-allegiances.html,Politics & Civic Life,True
2024-12-20,2024-12-20_9,9,Spending Rift Might Hamper G.O.P. Agenda,The New York Times,"President-elect Donald J. Trump is known for his tight grip on members of his party, but the rare rejection of his demand to suspend the debt limit reflected a disconnect that could plague his policy agenda.",U.S.,https://www.nytimes.com/2024/12/20/us/politics/gop-spending-hawks-trump-debt.html,Politics & Civic Life,False
2024-12-20,2024-12-20_10,10,"At Luigi Mangione’s Perp Walk, Mayor Eric Adams Appeared Stage Right",The New York Times,"In widely seen images, Mayor Eric Adams was behind Mr. Mangione, a murder suspect, when he arrived in Manhattan. Some questioned the mayor’s motives.",New York,https://www.nytimes.com/2024/12/20/nyregion/luigi-mangione-eric-adams.html,Politics & Civic Life,True
2024-12-19,2024-12-19_1,1,"Cavuto, Host At Fox News For 28 Years, Exits Network",The New York Times,"“Your World with Neil Cavuto” was shown in the 4-5 p.m. slot for 28 years, since the network began in 1996.",Arts,https://www.nytimes.com/2024/12/19/arts/television/cavuto-fox-news.html,Entertainment & Pop Culture,False
2024-12-19,2024-12-19_2,2,The Timeless Craft of the Courtroom Sketch Artist,The New York Times,"In courtrooms where cameras are banned, these artists provide a curious public a glimpse behind closed doors. Here’s how they do it.",U.S.,https://www.nytimes.com/2024/12/19/us/william-hennessy-jr-courtroom-sketch-artist.html,Politics & Civic Life,False
2024-12-19,2024-12-19_3,3,Philadelphia Council Approves $1.3 Billion 76ers Arena for Center City,The New York Times,The mayor and labor unions touted the economic promise of the $1.3 billion project. Opponents said the arena would decimate the city’s storied Chinatown.,U.S.,https://www.nytimes.com/2024/12/19/us/philadelphia-76ers-arena-chinatown.html,Politics & Civic Life,False
2024-12-19,2024-12-19_4,4,"Rick Kaufmann, 77, Impresario of Art Furniture in ’70s and ’80s, Dies",The New York Times,Was it art or was it furniture? No one was quite sure what to make of the New York movement that an idiosyncratic gallerist led in the 1970s and ’80s.,Arts,https://www.nytimes.com/2024/12/19/arts/design/rick-kaufmann-dead.html,Entertainment & Pop Culture,False
2024-12-19,2024-12-19_5,5,2024 Faces Quiz: Politics,The New York Times,See how well you know the politicians of 2024 with The New York Times Faces Quiz.,Briefing,https://www.nytimes.com/interactive/2024/12/19/briefing/2024-faces-quiz-politics.html,Politics & Civic Life,True
2024-12-19,2024-12-19_6,6,2024 Faces Quiz: Culture,The New York Times,"See how well you know the television, movie, music and literary figures of 2024 with The New York Times Faces Quiz.",Briefing,https://www.nytimes.com/interactive/2024/12/19/briefing/2024-faces-quiz-culture.html,Entertainment & Pop Culture,True
2024-12-19,2024-12-19_7,7,2024 Faces Quiz,The New York Times,See how well you know the defining personalities of 2024 with The New York Times Faces Quiz.,Briefing,https://www.nytimes.com/interactive/2024/12/19/briefing/2024-faces-quiz.html,Entertainment & Pop Culture,True
2024-12-19,2024-12-19_8,8,2024 Faces Quiz: Sports,The New York Times,See how well you know the athletes of 2024 with The New York Times Faces Quiz.,Briefing,https://www.nytimes.com/interactive/2024/12/19/briefing/2024-faces-quiz-sports.html,Sports & Athletics,True
2024-12-19,2024-12-19_9,9,Republicans Offered a Plan to Avoid a Government Shutdown,The New York Times,"Also, country music was ubiquitous in 2024. Here’s the latest at the end of Thursday.",Briefing,https://www.nytimes.com/2024/12/19/briefing/government-shutdown-plan-country-music-big-year.html,Politics & Civic Life,True
2024-12-19,2024-12-19_10,10,Assessing the Claims That Musk Has Made On the Spending Deal,The New York Times,"The world’s richest man posted or amplified inaccurate claims about the bill’s provisions for congressional salaries, a football stadium and biological research.",U.S.,https://www.nytimes.com/2024/12/19/us/politics/elon-musk-spending-bill-fact-check.html,Politics & Civic Life,False
2024-12-18,2024-12-18_1,1,California Gets Approval to Ban Gas-Powered New Car Sales by 2035,The New York Times,"The Trump administration is expected to revoke the program, setting up a legal clash between the state and federal government.",Climate,https://www.nytimes.com/2024/12/18/climate/california-ban-new-gasoline-powered-cars.html,Science & Technology,False
2024-12-18,2024-12-18_2,2,How Worried Should We Be About Bird Flu?,The New York Times,California has declared a state of emergency over the virus. We asked experts how concerned they are.,Well,https://www.nytimes.com/2024/12/18/well/bird-flu-health-risks.html,Lifestyle & Wellness,False
2024-12-18,2024-12-18_3,3,The Rev. James Callan Is Dead at 77; Helped Create Independent Church,The New York Times,"He was excommunicated in 1999 after allowing women to celebrate Mass, blessing same-sex unions and offering communion to non-Catholics.",New York,https://www.nytimes.com/2024/12/18/nyregion/the-rev-james-callan-dead.html,Politics & Civic Life,True
2024-12-18,2024-12-18_4,4,The New Politics,The New York Times,"At the DealBook Summit, nine prominent political figures, advisers and journalists debated what drove Trump’s victory and what it means for politics going forward. Here’s what they said.",Business,https://www.nytimes.com/2024/12/18/business/dealbook/the-new-politics.html,Business & Finance,False
2024-12-18,2024-12-18_5,5,Google Street View Captures a Man Loading a Bag Into a Trunk. Arrests Follow.,The New York Times,"The image, from northern Spain, showed a man with a white bag in the trunk of a car. The National Police said it helped them solve a missing-person case.",World,https://www.nytimes.com/2024/12/18/world/europe/google-maps-spain-arrests.html,Politics & Civic Life,False
2024-12-18,2024-12-18_6,6,Education Dept. Reopening Two Loan Repayment Plans,The New York Times,The department had been trying to phase out the two plans in favor of a more generous new one that has been tied up by litigation since this summer.,U.S.,https://www.nytimes.com/2024/12/18/us/politics/education-dept-repayment-plans.html,Politics & Civic Life,False
2024-12-18,2024-12-18_7,7,Commandments Slab Sells for $5 Million,The New York Times,"Sotheby’s called the stone the world’s oldest inscribed with the Ten Commandments, but some experts had raised questions about its provenance and authenticity.",U.S.,https://www.nytimes.com/2024/12/18/us/sothebys-ten-commandments-tablet.html,Politics & Civic Life,False
2024-12-18,2024-12-18_8,8,Youth Climate Ruling Is Upheld in Montana,The New York Times,The court agreed that the state’s energy policies violated Montanans’ constitutional right to a clean environment.,Climate,https://www.nytimes.com/2024/12/18/climate/held-montana-youth-climate-lawsuit.html,Science & Technology,False
2024-12-18,2024-12-18_9,9,The Fed Cut Rates and Signaled a Long Fight Against Inflation,The New York Times,"Also, California declared an emergency over bird flu. Here’s the latest at the end of Wednesday.",Briefing,https://www.nytimes.com/2024/12/18/briefing/fed-rate-cut-bird-flu-california-oscar-best-picture.html,Business & Finance,True
2024-12-18,2024-12-18_10,10,‘Skibidi Toilet’ Has Come to Fortnite. What the Heck Is It?,The New York Times,"In the survival battle video game with 110 million monthly players, you can now wear a skibidi toilet as a backpack. Here is a breakdown of what in the world that means.",Arts,https://www.nytimes.com/2024/12/18/arts/fortnite-skibidi-toilet.html,Entertainment & Pop Culture,False
2024-12-17,2024-12-17_1,1,A Vanguard of ’90s Cool Is Back,The New York Times,"David Bowie loved its couscous. Norman Reedus hung out there. It put avocado toast on the map. Thirty years later, and with a new book honoring it, Cafe Gitane is drawing a fresh crowd.",Style,https://www.nytimes.com/2024/12/17/style/cafe-gitane-mcnally-editions-scene.html,Entertainment & Pop Culture,False
2024-12-17,2024-12-17_2,2,Sherrod Brown Signs Off in the Senate. For Now.,The New York Times,"Ohio’s senior Democratic senator told colleagues that despite his defeat, he was not done with politics just yet.",U.S.,https://www.nytimes.com/2024/12/17/us/sherrod-brown-senate-career.html,Politics & Civic Life,False
2024-12-17,2024-12-17_3,3,"Even After His Spectacular Flameout, Santos Is Still Chasing the Limelight",The New York Times,"After his lies and expulsion from Congress, and before his sentencing in February, George Santos chases the limelight with a party and a podcast.",U.S.,https://www.nytimes.com/2024/12/17/us/politics/santos-podcast-launch-party.html,Politics & Civic Life,False
2024-12-17,2024-12-17_4,4,New Protections for Travelers Flying With Wheelchairs Are Coming Soon,The New York Times,The Transportation Department has expanded the rights of airline passengers with mobility disabilities. The first changes will go into effect next month.,Travel,https://www.nytimes.com/2024/12/17/travel/airlines-wheelchairs-mobility-scooters.html,Lifestyle & Wellness,False
2024-12-17,2024-12-17_5,5,Disney Cuts  Trans Plotline From a Series,The New York Times,"The animated “Win or Lose” follows a middle school softball team, and each episode is told from the perspective of a different character.",Business,https://www.nytimes.com/2024/12/17/business/media/disney-pixar-win-or-lose.html,Business & Finance,False
2024-12-17,2024-12-17_6,6,China Lengthens Visa-Free Stays for Tourists,The New York Times,"In its efforts to attract visitors, the country extended stays from less than a week to up to 10 days for visitors between destinations.",World,https://www.nytimes.com/2024/12/17/world/asia/china-visa-free-transit-policy.html,Politics & Civic Life,False
2024-12-17,2024-12-17_7,7,National Archivist Rejects Bid to Certify the Equal Rights Amendment,The New York Times,"With President Biden under pressure to add an amendment explicitly guaranteeing sex equality to the Constitution, Colleen Shogan said she could not legally certify it.",U.S.,https://www.nytimes.com/2024/12/17/us/politics/equal-rights-amendment-constitution.html,Politics & Civic Life,False
2024-12-17,2024-12-17_8,8,The Trump Factor Further Shakes Up Canada’s Politics,The New York Times,The president-elect’s threat to impose major tariffs on Canadian goods and other pointed comments have tapped into a treacherous moment in domestic politics.,World,https://www.nytimes.com/2024/12/17/world/canada/trudeau-trump-tariffs.html,Politics & Civic Life,False
2024-12-17,2024-12-17_9,9,She Changed How We See Old Buildings,The New York Times,"Barbaralee Diamonstein-Spielvogel has made it her life’s work to make sure that the city’s landmarks, and the contributions of its residents, are never forgotten.",Real Estate,https://www.nytimes.com/2024/12/17/realestate/barbaralee-diamonstein-spielvogel-landmarks.html,Business & Finance,False
2024-12-17,2024-12-17_10,10,Ukraine Said It Assassinated a Russian General in Moscow,The New York Times,"Also, Elon Musk and SpaceX face national security reviews. Here’s the latest at the end of Tuesday.",Briefing,https://www.nytimes.com/2024/12/17/briefing/ukraine-moscow-elon-musk-van-gogh.html,Politics & Civic Life,True
2024-12-16,2024-12-16_1,1,Load Up Baked Potatoes for a Party,The New York Times,"A simple trick yields crisp outsides and fluffy insides, ready to be topped in three smart, exciting ways from Eric Kim.",Food,https://www.nytimes.com/2024/12/16/dining/how-to-make-baked-potatoes.html,Lifestyle & Wellness,False
2024-12-16,2024-12-16_2,2,Biden May Ban China Telecom For Cyber Hack,The New York Times,"The Commerce Department is banning the few remaining operations of China Telecom in the United States, a move that appears unlikely to deter Beijing from conducting sophisticated cyberoperations.",U.S.,https://www.nytimes.com/2024/12/16/us/politics/biden-administration-retaliation-china-hack.html,Politics & Civic Life,False
2024-12-16,2024-12-16_3,3,Judge Denies Trump’s Bid  To Throw Out Conviction,The New York Times,Justice Juan M. Merchan thwarted one of several attempts by Donald J. Trump to clear his record of 34 felonies before returning to the White House.,New York,https://www.nytimes.com/2024/12/16/nyregion/trump-immunity-criminal-case.html,Politics & Civic Life,True
2024-12-16,2024-12-16_4,4,Trump Is the Same. The Flattery Is New.,The New York Times,"Reflecting on how much has changed, and hasn’t, for Donald Trump since he first became president.",U.S.,https://www.nytimes.com/2024/12/16/us/politics/trump-press-conference.html,Politics & Civic Life,False
2024-12-16,2024-12-16_5,5,An Offhand Remark by Trump Gives a Glimpse Into His Worldview,The New York Times,"“The first term, everybody was fighting me,” the president-elect said. “In this term, everybody wants to be my friend.”",U.S.,https://www.nytimes.com/2024/12/16/us/politics/trump-news-conference-remarks.html,Politics & Civic Life,False
2024-12-16,2024-12-16_6,6,Jay-Z Will Seek Dismissal of Assault Suit,The New York Times,"The woman who accused him of raping her in 2000, when she was a minor, acknowledged to NBC that there were inconsistencies in her account, but stood by her claim.",Arts,https://www.nytimes.com/2024/12/16/arts/music/jay-z-lawsuit-assault.html,Entertainment & Pop Culture,False
2024-12-16,2024-12-16_7,7,"Dick Van Arsdale, 81, N.B.A. All-Star And Half of a Hard-to-Tell-Apart Duo",The New York Times,"A three-time All-Star, he played for the Knicks and the Phoenix Suns. For one season, he and Tom Van Arsdale were hard-to-tell-apart teammates.",Sports,https://www.nytimes.com/2024/12/16/sports/basketball/dick-van-arsdale-dead.html,Sports & Athletics,False
2024-12-16,2024-12-16_8,8,"3 Dead, Including Suspect, and at Least 6 Hurt in Wisconsin School Shooting",The New York Times,Chief Shon F. Barnes said schools “should be a refuge for students in our community.”,U.S.,https://www.nytimes.com/live/2024/12/16/us/abundant-life-school-shooting-wi/every-person-in-that-building-is-a-victim-madisons-police-chief-says,Politics & Civic Life,False
2024-12-16,2024-12-16_9,9,A Spineless Senate Abandons a Qualified Judge,The New York Times,The attacks on Adeel Mangi were without merit.,Opinion,https://www.nytimes.com/live/2024/12/17/opinion/thepoint/adeel-mangi-senate-confirmation,Politics & Civic Life,True
2024-12-16,2024-12-16_10,10,Why Do You Think the Killing of a Health Care C.E.O. Has Sparked Such an Intense National Conversation?,The New York Times,Have you been following the story? What do you think the news and our reactions to it say about America today?,The Learning Network,https://www.nytimes.com/2024/12/16/learning/why-do-you-think-the-killing-of-a-health-care-ceo-has-sparked-such-an-intense-national-conversation.html,Politics & Civic Life,True
2024-12-15,2024-12-15_1,1,‘Malcolm in the Middle’ Is Getting a Four-Episode Revival on Disney+,The New York Times,"The return of “Malcolm in the Middle,” which aired from 2000 to 2006, will follow Malcolm as he helps his parents celebrate their 40th wedding anniversary, Disney+ announced.",Arts,https://www.nytimes.com/2024/12/15/arts/television/malcom-in-the-middle-revival.html,Entertainment & Pop Culture,False
2024-12-15,2024-12-15_2,2,Faller in Fall,The New York Times,Ailee Yoshida crafts her origin story.,Gameplay,https://www.nytimes.com/2024/12/15/crosswords/daily-puzzle-2024-12-16.html,Entertainment & Pop Culture,True
2024-12-15,2024-12-15_3,3,Colonel Found Guilty of Sexual Harassment in Trial Seen as a Milestone,The New York Times,The conviction is considered one of the first of its kind since Congress required the military to change how its legal system addresses sexual assault and harassment.,U.S.,https://www.nytimes.com/2024/12/15/us/herman-west-guilty-military-sexual-harassment.html,Politics & Civic Life,False
2024-12-15,2024-12-15_4,4,Two Dance Debuts Head for the Light,The New York Times,Hope Boykin’s “Finding Free” and Lar Lubovitch’s “Many Angels” aspire to find higher ground at New York City Center.,Arts,https://www.nytimes.com/2024/12/15/arts/dance/alvin-ailey-dance-theater-hope-boykin-lar-lubovitch.html,Entertainment & Pop Culture,False
2024-12-15,2024-12-15_5,5,Expect Icy Roads in Parts of the Northeast on Monday Morning,The New York Times,"Light snow and freezing rain in parts of Connecticut, New Jersey and New York could make the commute hazardous, forecasters said.",Weather,https://www.nytimes.com/2024/12/15/weather/weather-ice-forecast-pa-ny-nj-ct.html,Science & Technology,True
2024-12-15,2024-12-15_6,6,"Lorraine O’Grady, 90, Late-Blooming Artist Who Defied Category, Dies",The New York Times,"She worked in collage, photography, performance, video and installation, and she dealt forthrightly with the complexities of race and gender.",Arts,https://www.nytimes.com/2024/12/15/arts/lorraine-ogrady-dead.html,Entertainment & Pop Culture,False
2024-12-15,2024-12-15_7,7,Spree Shooter Who Killed 1 Gets Sentence Of 100 Years,The New York Times,The rampage on Thanksgiving Day killed one person and injured several others in Nevada and Arizona.,U.S.,https://www.nytimes.com/2024/12/15/us/mobile-mass-shooting-sentencing.html,Politics & Civic Life,False
2024-12-15,2024-12-15_8,8,Monday Briefing: South Korea’s Power Vacuum,The New York Times,"Plus, how travel benefits us.",Briefing,https://www.nytimes.com/2024/12/15/briefing/south-korea-syria-travel.html,Politics & Civic Life,True
2024-12-15,2024-12-15_9,9,See How Much NYC's Congestion Pricing Plan Will Cost You,The New York Times,A new toll on drivers hopes to reduce traffic in one of the world’s most congested cities. How will it work?,New York,https://www.nytimes.com/interactive/2024/12/15/nyregion/nyc-congestion-pricing-cost.html,Politics & Civic Life,True
2024-12-15,2024-12-15_10,10,Jury Awards Woman $34 Million for Wrongful Conviction,The New York Times,Kirstin Blaise Lobato sued the Las Vegas Metropolitan Police Department and two detectives after she spent nearly 16 years in prison for a murder she did not commit.,U.S.,https://www.nytimes.com/2024/12/15/us/kirstin-lobato-jury-award.html,Politics & Civic Life,False
2024-12-14,2024-12-14_1,1,"Isak Andic, 71, Founder of a Brand Turned Fashion Empire",The New York Times,Mr. Andic got his start by selling T-shirts in Barcelona in the mid-1980s. He died in a fall during a hike.,Fashion,https://www.nytimes.com/2024/12/14/fashion/isak-andic-dead.html,Entertainment & Pop Culture,False
2024-12-14,2024-12-14_2,2,Art Heist,The New York Times,David Kwong draws us in with a magical challenge.,Gameplay,https://www.nytimes.com/2024/12/14/crosswords/daily-puzzle-2024-12-15.html,Entertainment & Pop Culture,True
2024-12-14,2024-12-14_3,3,Tornado Warning Alert During Powerful Storm Is a San Francisco First,The New York Times,"Less than two weeks after a tsunami warning, residents were jolted awake before 6 a.m. to consider a new potential disaster scenario.",U.S.,https://www.nytimes.com/2024/12/14/us/storm-tornado-warning-sf-weather.html,Politics & Civic Life,False
2024-12-14,2024-12-14_4,4,"No Evidence Drones in Northeast Are a Threat, Officials Say",The New York Times,"Numerous sightings of flying objects in recent weeks have raised alarm, but federal law enforcement officials say that at least some were manned aircraft, such as airplanes or helicopters.",U.S.,https://www.nytimes.com/2024/12/14/us/politics/drones-northeast-new-jersey.html,Politics & Civic Life,False
2024-12-14,2024-12-14_5,5,"Robert Fernandez, Who Survived Pearl Harbor as a Teen, Dies at 100",The New York Times,He was a 17-year-old sailor aboard the U.S.S. Curtiss when Japanese forces attacked. He said he had joined the Navy to see the world.,U.S.,https://www.nytimes.com/2024/12/14/us/bob-fernandez-dead-pearl-harbor.html,Politics & Civic Life,False
2024-12-14,2024-12-14_6,6,Trump Brings Embattled Nominee to Army-Navy Game,The New York Times,President-elect Donald J. Trump made a public show of support for his choice to lead the Defense Department.,U.S.,https://www.nytimes.com/2024/12/14/us/politics/trump-hegseth-daniel-penny-army-navy-game.html,Politics & Civic Life,False
2024-12-14,2024-12-14_7,7,"Hezbollah Loses Supply Route Through Syria, in Blow to It and Iran",The New York Times,"The militant group’s leader admits that the toppling of Syria’s president, Bashar al-Assad, cut off an important land route from Iran.",World,https://www.nytimes.com/2024/12/14/world/middleeast/hezbollah-supply-route-syria.html,Politics & Civic Life,False
2024-12-14,2024-12-14_8,8,ABC Will Settle Trump Lawsuit For $15 Million,The New York Times,The outcome of the lawsuit marks an unusual victory for President-elect Donald J. Trump in his ongoing legal campaign against national news organizations.,Business,https://www.nytimes.com/2024/12/14/business/media/trump-abc-settlement.html,Business & Finance,False
2024-12-14,2024-12-14_9,9,"South Korea’s Leadership Crisis, Explained",The New York Times,"Mr. Yoon, a deeply unpopular leader, has been detained in an investigation into his declaration of martial law on Dec. 3. Here’s how the turmoil unfolded.",World,https://www.nytimes.com/2024/12/14/world/asia/south-korea-impeachment-yoon-explained.html,Politics & Civic Life,False
2024-12-14,2024-12-14_10,10,Oregon Public Art Prank   Gets Eye Roll From City,The New York Times,"The eyes were attached to eight installations, to the delight of residents. City officials, who lamented the cost of repairs, were less amused.",U.S.,https://www.nytimes.com/2024/12/14/us/googly-eyes-sculptures-bend-oregon.html,Politics & Civic Life,False
2024-12-13,2024-12-13_1,1,Catholic Group Tax Status May Be Settled by Justices,The New York Times,The justices agreed to hear an appeal from a Wisconsin Supreme Court ruling that the charity’s activities were insufficiently religious to qualify.,U.S.,https://www.nytimes.com/2024/12/13/us/politics/supreme-court-catholic-charity-taxes.html,Politics & Civic Life,False
2024-12-13,2024-12-13_2,2,Settlement in Paula Abdul’s Sexual Assault Lawsuit,The New York Times,"Mr. Lythgoe, a producer she worked with on “American Idol” and “So You Think You Can Dance,” had vehemently denied her allegations.",Arts,https://www.nytimes.com/2024/12/13/arts/paula-abdul-nigel-lythgoe-lawsuit-settlement.html,Entertainment & Pop Culture,False
2024-12-13,2024-12-13_3,3,"Drone Sightings Are Reported Beyond New Jersey, and a Mystery Grows",The New York Times,"Reports of flying objects continue to occur throughout the Northeast, but the authorities say they do not pose a threat. Here’s what we know.",New York,https://www.nytimes.com/2024/12/13/nyregion/drones-nj-ny-east-coast.html,Science & Technology,True
2024-12-13,2024-12-13_4,4,The Texas Millennial Trying to Rebrand the Democrats,The New York Times,"“We can’t bring a policy book to a gunfight,” said Representative Greg Casar of Texas, the incoming chair of the Congressional Progressive Caucus.",U.S.,https://www.nytimes.com/2024/12/13/us/politics/democrats-texas-greg-casar.html,Politics & Civic Life,False
2024-12-13,2024-12-13_5,5,"OpenAI Blasts Musk’s Suit, Citing Competitive Motives",The New York Times,The artificial intelligence start-up argues that Mr. Musk is trying to hamstring its business as he builds a rival company.,Technology,https://www.nytimes.com/2024/12/13/technology/openai-elon-musk-lawsuit.html,Science & Technology,False
2024-12-13,2024-12-13_6,6,Syrians Celebrate Their Independence by Streaming to Friday Prayer,The New York Times,"In an impoverished, war-ravaged country, the first prayers after the fall of a brutal regime drew jubilant crowds, even in areas seen as regime strongholds.",World,https://www.nytimes.com/2024/12/13/world/middleeast/syria-friday-prayers-assad.html,Politics & Civic Life,False
2024-12-13,2024-12-13_7,7,Trump Ordered to Sit for Deposition in ABC News Defamation Suit,The New York Times,"The deposition, if it is held as scheduled next week, will take place even as the president-elect is in the throes of defending cabinet nominees and putting together his administration.",U.S.,https://www.nytimes.com/2024/12/13/us/politics/trump-deposition-abc-stephanopoulos.html,Politics & Civic Life,False
